OTU ID	NONJ024240115	AMXJ034240115	NONN035240123	NONN036240208	NONN023240115	NONN017240115	NONN036240115	NONJ030240115	ANXN003240115	NONN015240208	NONN015240115	NONN041240115	AMXJ005240208	AMXN031240115	AMXJ004240208	NONN035240208	AMXJ005240115	AMXN032240115	AMXJ021240115	AMXN037240208	AMXN027240115	ANXN003240208	AMXJ034240208	AMXN029240115	NONN001240208	AMXN037240115	NONJ030240208	NONN017240208	AMXJ008240208	NONN035240115	NONJ024240208	AMXJ025240208	NONJ013240115	NONJ033240115	NONN010240115	AMXJ008240115	NONJ013240208	NONN001240115	NONN010240208	AMXN027240208	AMXJ004240115	AMXJ011240115	AMXN029240123	NONN023240208	AMXJ026240115	AMXN009240115	AMXJ021240208	AMXJ039240115	AMXJ039240208
5d9479638525ab73ecda14c693ce8f95	4.0	15.0	11.0	11.0	0.0	35.0	0.0	13.0	0.0	0.0	12.0	0.0	16.0	27.0	3.0	0.0	3.0	2.0	3.0	16.0	0.0	4.0	8.0	10.0	58.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	19.0	7.0	0.0	0.0	16.0	0.0	175.0	2.0
81d30141c9791c83b27614bc42cc7b8f	4.0	6.0	15.0	0.0	0.0	8.0	0.0	16.0	1.0	0.0	2.0	5.0	2.0	44.0	0.0	0.0	5.0	1.0	0.0	4.0	0.0	15.0	9.0	0.0	19.0	0.0	0.0	0.0	2.0	25.0	0.0	3.0	0.0	8.0	8.0	85.0	0.0	0.0	0.0	0.0	16.0	55.0	2.0	131.0	2.0	10.0	16.0	10.0	0.0
92d7bfb9b3f55baeb12d2ac0bbe54744	4.0	2.0	28.0	77.0	0.0	0.0	0.0	4.0	0.0	2.0	9.0	0.0	22.0	21.0	0.0	13.0	6.0	10.0	0.0	29.0	0.0	50.0	49.0	0.0	77.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	1.0	30.0	0.0	0.0	13.0	0.0	7.0	0.0
762b19a45bf7e5afba21468f6839ef19	4.0	107.0	0.0	0.0	18.0	165.0	0.0	5.0	22.0	0.0	0.0	0.0	3.0	107.0	0.0	0.0	2.0	16.0	0.0	7.0	0.0	2.0	1.0	0.0	73.0	7.0	0.0	0.0	26.0	24.0	0.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	20.0	8.0	115.0	24.0	0.0	12.0	33.0	0.0	22.0	13.0
c5d01fbd1e4b1d8a1a943c0c2d930610	4.0	0.0	0.0	0.0	0.0	0.0	282.0	0.0	130.0	7.0	0.0	0.0	0.0	0.0	259.0	83.0	0.0	0.0	143.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	212.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	257.0	312.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
ea961cd32984f7bf57b364e62c667d54	3.0	0.0	15.0	47.0	6.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	5.0	0.0	6.0	0.0	2.0	0.0	8.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	101.0	3.0
2ece66a172d6cdcceb7e632d8c42e73c	3.0	19.0	19.0	0.0	5.0	0.0	0.0	6.0	8.0	0.0	6.0	0.0	17.0	10.0	0.0	0.0	6.0	16.0	2.0	37.0	6.0	15.0	8.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	16.0	0.0	0.0	3.0	4.0	0.0	3.0	14.0	0.0	6.0	22.0	10.0	8.0	0.0	3.0	5.0	5.0	5.0	8.0
c058c00580027d03201c3152249100d2	3.0	28.0	8.0	7.0	26.0	18.0	0.0	11.0	49.0	23.0	8.0	2.0	19.0	18.0	12.0	0.0	11.0	8.0	0.0	10.0	16.0	10.0	2.0	0.0	35.0	26.0	14.0	0.0	150.0	53.0	208.0	13.0	0.0	30.0	76.0	45.0	282.0	0.0	0.0	2.0	4.0	9.0	20.0	5.0	2.0	19.0	2.0	4.0	7.0
3878c760f9d4119dcb3e7ac8dd3fca1d	3.0	0.0	0.0	36.0	0.0	442.0	2.0	10.0	0.0	0.0	0.0	0.0	2.0	0.0	9.0	0.0	0.0	32.0	0.0	0.0	4.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	20.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	9.0	0.0	10.0	0.0	16.0
2b852a18001b672c1aad174764aa37f2	3.0	18.0	0.0	5.0	0.0	0.0	0.0	2.0	17.0	17.0	0.0	0.0	11.0	2.0	0.0	0.0	29.0	8.0	0.0	16.0	28.0	10.0	1.0	0.0	10.0	0.0	12.0	0.0	8.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	54.0	12.0	37.0	0.0	25.0	23.0	11.0	26.0	4.0
d1d145dea016c44eac9a08c2f88d9421	3.0	15.0	25.0	24.0	0.0	16.0	0.0	0.0	0.0	2.0	8.0	0.0	14.0	172.0	0.0	0.0	22.0	5.0	0.0	13.0	9.0	1.0	3.0	0.0	2.0	11.0	7.0	0.0	7.0	34.0	3.0	8.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	41.0	52.0	3.0	0.0	9.0	13.0	0.0	47.0	8.0
8e62ec08f88579d16b8593ca64dce57c	3.0	45.0	37.0	0.0	1.0	12.0	0.0	3.0	12.0	2.0	5.0	2.0	17.0	107.0	0.0	8.0	13.0	33.0	0.0	55.0	8.0	50.0	8.0	0.0	67.0	24.0	2.0	0.0	61.0	18.0	0.0	11.0	0.0	9.0	15.0	0.0	6.0	0.0	0.0	16.0	27.0	30.0	17.0	19.0	3.0	8.0	0.0	11.0	12.0
ff54cacea761b447032799cb4b90a030	3.0	71.0	306.0	13.0	0.0	0.0	0.0	0.0	182.0	3.0	5.0	0.0	43.0	10.0	0.0	0.0	65.0	121.0	0.0	186.0	25.0	366.0	98.0	0.0	0.0	4.0	0.0	0.0	98.0	0.0	47.0	7.0	0.0	0.0	1.0	0.0	19.0	0.0	0.0	65.0	191.0	14.0	68.0	0.0	22.0	3.0	0.0	21.0	25.0
d83b66aa07d936f449a92541d1bf336a	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	2.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	6.0	3.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	2.0	2.0	0.0	0.0	7.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0
5a84487ae263d73068c3c9f76e16fa8a	3.0	10.0	322.0	18.0	0.0	0.0	0.0	7.0	81.0	0.0	4.0	11.0	17.0	45.0	0.0	0.0	94.0	99.0	0.0	194.0	22.0	326.0	63.0	4.0	15.0	6.0	4.0	0.0	19.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	40.0	159.0	219.0	35.0	0.0	3.0	15.0	26.0	38.0	22.0
a385f80a1ce495a5fe5c7a6b9ef008af	3.0	2.0	2.0	0.0	0.0	4.0	0.0	0.0	38.0	5.0	10.0	2.0	10.0	25.0	3.0	0.0	5.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	13.0	10.0	0.0	0.0	67.0	40.0	119.0	2.0	0.0	9.0	36.0	68.0	45.0	0.0	0.0	0.0	11.0	5.0	45.0	6.0	4.0	7.0	1.0	0.0	5.0
b2bd82395b4b54483bd4906df3e8b5d5	3.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2dd20469f543a6bfa26ed2c47d4bbdc5	3.0	0.0	25.0	4.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	20.0	0.0	0.0	45.0	10.0	0.0	6.0	4.0	16.0	12.0	0.0	16.0	5.0	0.0	0.0	13.0	57.0	9.0	1.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	3.0	42.0	9.0	24.0	0.0	6.0	0.0	0.0	0.0	3.0
68559844235f4c1600390b4fa6c00340	3.0	18.0	155.0	21.0	7.0	2.0	0.0	0.0	6.0	0.0	24.0	0.0	9.0	31.0	0.0	10.0	80.0	3.0	6.0	3.0	15.0	41.0	27.0	2.0	6.0	24.0	3.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	12.0	1.0	0.0	0.0	0.0	15.0	14.0	7.0	9.0	0.0	9.0	31.0	22.0	2.0	9.0
126ba26535ea404c834897f908f4b1c4	3.0	17.0	15.0	27.0	40.0	10.0	2.0	63.0	4.0	6.0	10.0	72.0	47.0	86.0	2.0	0.0	21.0	4.0	4.0	24.0	14.0	21.0	6.0	27.0	47.0	20.0	16.0	0.0	73.0	15.0	310.0	4.0	0.0	226.0	156.0	542.0	193.0	0.0	0.0	9.0	66.0	26.0	11.0	134.0	7.0	52.0	47.0	37.0	7.0
a30dce1fab8229023b91a0be81413a78	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	11.0	10.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5c8890c6f560ea95058be629682b5b1a	2.0	0.0	142.0	0.0	0.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	10.0	0.0	0.0	25.0	33.0	89.0	3.0	97.0	26.0	21.0	13.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	1.0	30.0	0.0	5.0	0.0	2.0	0.0	6.0
d9b3c30d7b021d3c403bb35f543184b0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
186a2ba6fb1b8db0270dbf71e30f1a73	2.0	3.0	2.0	0.0	12.0	35.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	12.0	0.0	0.0	6.0	5.0	0.0	3.0	0.0	3.0	4.0	0.0	24.0	0.0	4.0	0.0	25.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	7.0	2.0	2.0	12.0	2.0	0.0	0.0	0.0
3c75e54a2355f26ea588afd472966592	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	2.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
5cc2976bed9e5c72c1777004a95a44d2	2.0	0.0	0.0	0.0	0.0	10.0	0.0	2.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	2.0	14.0	0.0	0.0	0.0	27.0	29.0	0.0	0.0	7.0	9.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	26.0	0.0	0.0
4d6b9e0dc2f6695063f664dbe08d34e5	2.0	19.0	29.0	0.0	0.0	8.0	0.0	10.0	25.0	3.0	0.0	0.0	8.0	6.0	3.0	7.0	20.0	5.0	0.0	35.0	11.0	28.0	6.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	15.0	14.0	38.0	0.0	2.0	0.0	0.0	2.0	13.0
2cf6a631489212d27f6341c4f0e59cc5	2.0	5.0	2.0	0.0	5.0	0.0	0.0	7.0	64.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
